"기준_년분기_코드","행정동_코드","행정동_코드_명","총_상주인구_수","남성_상주인구_수","여성_상주인구_수","연령대_10_상주인구_수","연령대_20_상주인구_수","연령대_30_상주인구_수","연령대_40_상주인구_수","연령대_50_상주인구_수","연령대_60_이상_상주인구_수","남성연령대_10_상주인구_수","남성연령대_20_상주인구_수","남성연령대_30_상주인구_수","남성연령대_40_상주인구_수","남성연령대_50_상주인구_수","남성연령대_60_이상_상주인구_수","여성연령대_10_상주인구_수","여성연령대_20_상주인구_수","여성연령대_30_상주인구_수","여성연령대_40_상주인구_수","여성연령대_50_상주인구_수","여성연령대_60_이상_상주인구_수","총_가구_수","아파트_가구_수","비_아파트_가구_수"
"20214","11590540","상도2동","27835","13383","14452","4175","4297","4679","4310","4116","6258","2137","2046","2276","2160","1975","2789","2038","2251","2403","2150","2141","3469","12575","0","12575"
"20214","11590550","상도3동","25071","11976","13095","2902","4223","4208","3690","3881","6167","1480","1952","2186","1817","1849","2692","1422","2271","2022","1873","2032","3475","12051","0","12051"
"20214","11590560","상도4동","28885","14018","14867","3599","4580","4840","4380","4403","7083","1897","2185","2522","2215","2092","3107","1702","2395","2318","2165","2311","3976","13804","0","13804"
"20214","11590605","흑석동","32306","15694","16612","4521","5138","4548","4891","5216","7992","2321","2681","2248","2501","2478","3465","2200","2457","2300","2390","2738","4527","14266","0","14266"
"20214","11590620","사당1동","23072","10944","12128","1730","5253","4655","2944","3088","5402","899","2260","2433","1510","1404","2438","831","2993","2222","1434","1684","2964","13289","0","13289"
"20214","11590630","사당2동","27227","13111","14116","3452","3684","4489","4047","4186","7369","1852","1759","2225","1987","1994","3294","1600","1925","2264","2060","2192","4075","11947","0","11947"
"20214","11590640","사당3동","25027","12119","12908","3769","3398","4133","3830","3640","6257","1968","1584","1974","1963","1721","2909","1801","1814","2159","1867","1919","3348","10564","0","10564"
"20214","11590650","사당4동","14426","6900","7526","1501","2526","2494","2072","2102","3731","789","1168","1267","1076","967","1633","712","1358","1227","996","1135","2098","7154","0","7154"
"20214","11590651","사당5동","14690","7131","7559","2065","2219","2597","2336","2184","3289","1067","1084","1321","1162","1031","1466","998","1135","1276","1174","1153","1823","6600","0","6600"
"20214","11590660","대방동","38781","18450","20331","6483","6483","5434","6622","5833","7926","3192","3069","2662","3199","2929","3399","3291","3414","2772","3423","2904","4527","17282","0","17282"
"20214","11590670","신대방1동","23662","11391","12271","4053","3406","3095","4027","3728","5353","2017","1635","1525","1917","1864","2433","2036","1771","1570","2110","1864","2920","10234","0","10234"
"20214","11590680","신대방2동","20916","9943","10973","3271","3590","3408","3367","2789","4491","1652","1582","1665","1667","1341","2036","1619","2008","1743","1700","1448","2455","9769","0","9769"
"20214","11620525","보라매동","23236","11427","11809","2448","4518","3839","3217","3219","5995","1286","2178","2100","1657","1518","2688","1162","2340","1739","1560","1701","3307","12009","0","12009"
"20214","11620545","청림동","15551","7619","7932","2441","1851","2604","2481","2323","3851","1269","981","1307","1259","1142","1661","1172","870","1297","1222","1181","2190","6553","0","6553"
"20214","11620565","성현동","33366","16092","17274","5398","4672","4512","5523","5221","8040","2827","2292","2250","2746","2528","3449","2571","2380","2262","2777","2693","4591","14122","0","14122"
"20214","11620575","행운동","28912","14070","14842","2547","7342","5965","3654","3417","5987","1292","3311","3182","1915","1676","2694","1255","4031","2783","1739","1741","3293","17137","0","17137"
"20214","11620585","낙성대동","15664","7865","7799","1312","5066","3223","1829","1583","2651","640","2416","1813","963","827","1206","672","2650","1410","866","756","1445","10254","0","10254"
"20214","11620595","청룡동","34681","16671","18010","2915","11004","6667","4022","3847","6226","1431","4833","3542","2086","1942","2837","1484","6171","3125","1936","1905","3389","22229","0","22229"
"20214","11620605","은천동","33720","16494","17226","4752","5449","5331","5238","4853","8097","2471","2592","2762","2702","2376","3591","2281","2857","2569","2536","2477","4506","15937","0","15937"
"20214","11620615","중앙동","15166","7234","7932","1001","4394","2978","1720","1798","3275","507","1802","1624","936","899","1466","494","2592","1354","784","899","1809","9605","0","9605"
"20214","11620625","인헌동","25460","12424","13036","2650","5694","4837","3503","3379","5397","1372","2688","2523","1778","1650","2413","1278","3006","2314","1725","1729","2984","13908","0","13908"
"20214","11620630","남현동","18396","8882","9514","1833","3952","3720","2307","2559","4025","922","1783","1974","1198","1165","1840","911","2169","1746","1109","1394","2185","9538","0","9538"
"20214","11620645","서원동","22343","11505","10838","1495","6371","4452","2707","2732","4586","770","3244","2599","1489","1305","2098","725","3127","1853","1218","1427","2488","13823","0","13823"
"20214","11620655","신원동","18098","9066","9032","1459","4347","3218","2251","2420","4403","712","2194","1849","1221","1197","1893","747","2153","1369","1030","1223","2510","10797","0","10797"
"20214","11620665","서림동","25506","13917","11589","2099","6035","5061","3556","3385","5370","1080","3335","3097","2132","1784","2489","1019","2700","1964","1424","1601","2881","15523","0","15523"
"20214","11620685","신사동","22688","11352","11336","1931","5761","3910","2995","3223","4868","1039","2713","2213","1551","1600","2236","892","3048","1697","1444","1623","2632","13680","0","13680"
"20214","11620695","신림동","21839","11395","10444","839","8411","5604","2485","1751","2749","416","4061","3225","1428","983","1282","423","4350","2379","1057","768","1467","17289","0","17289"
"20214","11620715","난향동","15780","7777","8003","2670","1723","1904","2973","2567","3943","1355","886","944","1501","1293","1798","1315","837","960","1472","1274","2145","6422","0","6422"
"20214","11620725","조원동","17480","8832","8648","1515","4082","3265","2234","2393","3991","759","1858","1834","1189","1265","1927","756","2224","1431","1045","1128","2064","10649","0","10649"
"20214","11620735","대학동","24481","14713","9768","1847","6547","4989","3662","3212","4224","955","3889","3323","2473","2007","2066","892","2658","1666","1189","1205","2158","16777","0","16777"
"20214","11620745","삼성동","23760","11871","11889","2455","2905","2688","3408","4238","8066","1308","1551","1525","1819","2119","3549","1147","1354","1163","1589","2119","4517","11204","0","11204"
"20214","11620765","미성동","30979","15172","15807","4055","4797","4264","4700","4963","8200","2026","2369","2225","2407","2380","3765","2029","2428","2039","2293","2583","4435","14102","0","14102"
"20214","11620775","난곡동","27330","13700","13630","3204","4102","3697","3921","4891","7515","1666","2135","2017","2058","2377","3447","1538","1967","1680","1863","2514","4068","12972","0","12972"
"20214","11650510","서초1동","21009","10095","10914","3483","2834","3598","3801","2998","4295","1805","1355","1646","1827","1453","2009","1678","1479","1952","1974","1545","2286","9350","0","9350"
"20214","11650520","서초2동","21404","10200","11204","3682","3055","4227","3838","2854","3748","1894","1368","1938","1830","1427","1743","1788","1687","2289","2008","1427","2005","9671","0","9671"
"20214","11650530","서초3동","31930","15560","16370","4574","5251","5390","5052","4888","6775","2553","2465","2562","2392","2409","3179","2021","2786","2828","2660","2479","3596","14565","0","14565"
"20214","11650531","서초4동","31457","15285","16172","7211","3587","3731","6395","4772","5761","3761","1736","1601","2974","2491","2722","3450","1851","2130","3421","2281","3039","11005","0","11005"
"20214","11650540","잠원동","28349","13589","14760","5634","3683","3857","5551","4624","5000","2905","1773","1764","2544","2319","2284","2729","1910","2093","3007","2305","2716","11449","0","11449"
"20214","11650550","반포본동","11947","5637","6310","2490","1494","892","2258","2175","2638","1277","719","401","924","1105","1211","1213","775","491","1334","1070","1427","4107","0","4107"
"20214","11650560","반포1동","32298","15597","16701","6603","4226","5496","6623","4116","5234","3348","1923","2493","3327","2130","2376","3255","2303","3003","3296","1986","2858","14274","0","14274"
"20214","11650570","반포2동","16079","7668","8411","4625","1360","1541","3721","2142","2690","2335","665","610","1697","1152","1209","2290","695","931","2024","990","1481","5109","0","5109"
"20214","11650580","반포3동","22333","10576","11757","4968","2497","2613","4569","3491","4195","2554","1232","1151","2045","1768","1826","2414","1265","1462","2524","1723","2369","7739","0","7739"
"20214","11650581","반포4동","19377","9164","10213","3854","2328","2649","3579","2865","4102","2017","1114","1171","1625","1372","1865","1837","1214","1478","1954","1493","2237","7275","0","7275"
"20214","11650590","방배본동","21099","9797","11302","4277","2681","2432","3961","3423","4325","2062","1252","1077","1755","1706","1945","2215","1429","1355","2206","1717","2380","7997","0","7997"
"20214","11650600","방배1동","17245","8086","9159","2512","2499","2969","2797","2455","4013","1311","1188","1346","1291","1144","1806","1201","1311","1623","1506","1311","2207","7644","0","7644"
"20214","11650610","방배2동","20247","9493","10754","2819","2861","3177","3080","3164","5146","1434","1420","1474","1436","1433","2296","1385","1441","1703","1644","1731","2850","8671","0","8671"
"20214","11650620","방배3동","21283","10278","11005","3322","2781","2942","3220","3528","5490","1710","1453","1406","1479","1644","2586","1612","1328","1536","1741","1884","2904","8284","0","8284"
"20214","11650621","방배4동","23722","10840","12882","4290","3204","3625","4292","3525","4786","2036","1410","1603","1921","1708","2162","2254","1794","2022","2371","1817","2624","9812","0","9812"
"20214","11650651","양재1동","44542","21287","23255","8390","5396","6773","7771","6302","9910","4300","2637","3243","3789","3000","4318","4090","2759","3530","3982","3302","5592","18222","0","18222"
"20214","11650652","양재2동","22452","11264","11188","3064","3369","4543","3733","3340","4403","1606","1705","2366","1912","1643","2032","1458","1664","2177","1821","1697","2371","10829","0","10829"
"20214","11650660","내곡동","17915","8715","9200","3318","1925","2725","3049","2476","4422","1677","1006","1269","1547","1161","2055","1641","919","1456","1502","1315","2367","7209","0","7209"
"20214","11680510","신사동","16672","7731","8941","2650","2279","2384","2954","2499","3906","1354","1044","1054","1294","1235","1750","1296","1235","1330","1660","1264","2156","7323","0","7323"
"20214","11680521","논현1동","22994","10809","12185","1589","4626","5821","3871","2821","4266","767","2092","2774","1866","1410","1900","822","2534","3047","2005","1411","2366","14400","0","14400"
"20214","11680531","논현2동","21740","10121","11619","2445","3552","4562","3824","2978","4379","1264","1589","2048","1838","1458","1924","1181","1963","2514","1986","1520","2455","11676","0","11676"
"20214","11680545","압구정동","27248","12572","14676","4957","3193","3377","4883","4104","6734","2375","1503","1445","2226","2016","3007","2582","1690","1932","2657","2088","3727","10622","0","10622"
"20214","11680565","청담동","27014","12627","14387","4437","3801","4440","4805","3989","5542","2374","1718","1922","2212","1865","2536","2063","2083","2518","2593","2124","3006","11801","0","11801"
"20214","11680580","삼성1동","13407","6623","6784","2141","1913","1955","2183","2170","3045","1205","1031","910","1005","1046","1426","936","882","1045","1178","1124","1619","5675","0","5675"
"20214","11680590","삼성2동","30115","14342","15773","5917","3889","4981","6443","4143","4742","3215","1842","2094","2957","2115","2119","2702","2047","2887","3486","2028","2623","13439","0","13439"
"20214","11680600","대치1동","24900","12528","12372","7507","2475","1568","6133","3814","3403","4189","1266","610","2705","2126","1632","3318","1209","958","3428","1688","1771","7380","0","7380"
"20214","11680610","대치2동","37565","19103","18462","8358","4959","3268","7283","6730","6967","4874","2688","1512","3105","3518","3406","3484","2271","1756","4178","3212","3561","12986","0","12986"
"20214","11680630","대치4동","20478","9657","10821","3322","3441","3367","4104","3213","3031","1758","1649","1508","1761","1619","1362","1564","1792","1859","2343","1594","1669","10328","0","10328"
"20214","11680640","역삼1동","35804","17333","18471","2485","7528","10082","6058","4240","5411","1252","3206","5008","3103","2235","2529","1233","4322","5074","2955","2005","2882","23983","0","23983"
"20214","11680650","역삼2동","36944","17309","19635","8499","4687","5243","8651","4847","5017","4158","2022","2250","3998","2632","2249","4341","2665","2993","4653","2215","2768","15675","0","15675"
"20214","11680655","도곡1동","22087","10464","11623","4120","2986","3231","3872","3516","4362","1947","1400","1450","1848","1708","2111","2173","1586","1781","2024","1808","2251","8661","0","8661"
